2,2,1,0.7742559523809524,0.7512291755959634
3,2,1,0.8020352444775378,0.7932285615208965
3,3,1,0.8182179200794242,0.8153293517604491
4,2,1,0.7921510183805266,0.7878975392775398
4,3,1,0.8262295081967214,0.8194564190731658
4,4,1,0.7082960755091904,0.6873876080417969
5,2,1,0.5251304996271439,0.4712181045203855
5,3,1,0.7584886900323142,0.6967464576556031
5,4,1,0.8994780014914243,0.8958983264086232
5,5,1,0.7760377827491921,0.7266051348878342
6,2,1,0.7695522388059701,0.7756774264134277
6,3,1,0.6194029850746269,0.5606342818563496
6,4,1,0.868457711442786,0.868160458563303
6,5,1,0.8068159203980099,0.8041822183597752
6,6,1,0.7113432835820895,0.6901543999528852
7,2,1,0.6434154841921832,0.5752803077199149
7,3,1,0.8459546925566344,0.8393522937960473
7,4,1,0.7380134428678119,0.72821999649808
7,5,1,0.756335573811302,0.7587904938891346
7,6,1,0.7508090614886732,0.7473833577172615
7,7,1,0.8576549663928305,0.8597646662091604
8,2,1,0.7948181365221725,0.783701099956237
8,3,1,0.7422521175884405,0.6768187638951281
8,4,1,0.7973592426507223,0.7939673006315991
8,5,1,0.8554060787244644,0.8560413443714674
8,6,1,0.6537618335824614,0.6176913792957501
8,7,1,0.8213751868460388,0.8184279194015935
8,8,1,0.7360737419033383,0.6915360781685255
9,2,1,0.6028920468711044,0.601362137190548
9,3,1,0.7159311892296185,0.693126818922656
9,4,1,0.7117925704313139,0.6610400194374833
9,5,1,0.7853403141361257,0.7508276196966748
9,6,1,0.8101720269259536,0.8112008842187366
9,7,1,0.7862378459237098,0.734954202616627
9,8,1,0.8846671652954375,0.88339806754292
9,9,1,0.9274495138369485,0.9276263603578385
10,2,1,0.49441117764471054,0.4547743666051126
10,3,1,0.7557385229540918,0.6944274389705695
10,4,1,0.7356786427145708,0.7158317470039457
10,5,1,0.6812874251497006,0.6569268990700748
10,6,1,0.9133233532934131,0.9132474133421425
10,7,1,0.6778942115768464,0.6486434725053248
10,8,1,0.8038922155688624,0.7771899949426698
10,9,1,0.7772455089820359,0.767769425125291
10,10,1,0.7517465069860279,0.7517927895741306
2,2,2,0.9461309523809524,0.9461967539249045
3,2,2,0.7723504591710102,0.7414435416674708
3,3,2,0.7282700421940927,0.7097857891569015
4,2,2,0.8335817188276204,0.830905962225064
4,3,2,0.931296572280179,0.9315139009430684
4,4,2,0.8168902136115251,0.8023829589399432
5,2,2,0.8147153865274671,0.793721817511179
5,3,2,0.8013919960228686,0.7774532046346251
5,4,2,0.8236142182450907,0.8041401632714213
5,5,2,0.8445935868754662,0.8302970977803283
6,2,2,0.6767661691542288,0.668709713058811
6,3,2,0.9182089552238806,0.9177996525632499
6,4,2,0.944726368159204,0.9447134788279271
6,5,2,0.906318407960199,0.9071233273297281
6,6,2,0.9350248756218905,0.9351543852286619
7,2,2,0.7658949464774708,0.7557023384972672
7,3,2,0.8631814787154592,0.8616523607792498
7,4,2,0.7903908389345283,0.741196041813103
7,5,2,0.9437888971869555,0.9439899355106467
7,6,2,0.8263878516305703,0.8086879449163703
7,7,2,0.9593726661687827,0.9595226584493581
8,2,2,0.8819133034379671,0.8806816131225881
8,3,2,0.7880916791230692,0.7599367271907844
8,4,2,0.9565022421524663,0.9565607160632632
8,5,2,0.9408570004982562,0.9409876349500426
8,6,2,0.9641753861484803,0.9642072463423415
8,7,2,0.8774289985052317,0.8742541791236269
8,8,2,0.9265570503238665,0.9263839686819741
9,2,2,0.8182996758912988,0.8101517469106018
9,3,2,0.6840688107703814,0.6709758583889964
9,4,2,0.9473448017950636,0.9472441688897657
9,5,2,0.9061082024432808,0.9069928388189608
9,6,2,0.950037397157816,0.9500470003363921
9,7,2,0.8358514086262776,0.8261219502386391
9,8,2,0.9409124906507106,0.9408477892063978
9,9,2,0.9674395412615308,0.9676765375502459
10,2,2,0.7625249500998004,0.7094075157333098
10,3,2,0.9777445109780439,0.9778228392283894
10,4,2,0.861626746506986,0.8586869958444268
10,5,2,0.9022954091816366,0.902138618640868
10,6,2,0.9259980039920158,0.9258529526703766
10,7,2,0.981187624750499,0.9811902130030827
10,8,2,0.9736027944111777,0.9736316349739489
10,9,2,0.8518463073852296,0.8432828447492204
10,10,2,0.8988522954091817,0.8958148031521794
2,2,3,0.8268353174603176,0.8194750816313313
3,2,3,0.9331844130057085,0.9331234728426965
3,3,3,0.8983370563415238,0.8974984104064042
4,2,3,0.9360655737704917,0.9359592258949412
4,3,3,0.9543964232488822,0.9543591196464932
4,4,3,0.9305514157973175,0.9307976397133455
5,2,3,0.9363658960974398,0.9361578393818066
5,3,3,0.9586378324633358,0.9587490675791603
5,4,3,0.9599801143425305,0.9600131439370617
5,5,3,0.9793189162316679,0.9793646565249899
6,2,3,0.8884577114427861,0.8887382959532886
6,3,3,0.9686567164179106,0.9687506320084518
6,4,3,0.898955223880597,0.898857823844612
6,5,3,0.9548756218905472,0.9548289351497636
6,6,3,0.9822885572139304,0.9823098329758737
7,2,3,0.9405526512322628,0.9407718977042524
7,3,3,0.9500124470998257,0.9500639083892739
7,4,3,0.9232262882748319,0.9227905593417539
7,5,3,0.9569330346029374,0.9570071023927437
7,6,3,0.9745581279561861,0.9746344572008377
7,7,3,0.981379138660692,0.9814127610513503
8,2,3,0.9495764823119084,0.9496391849086138
8,3,3,0.9741405082212257,0.9741686411084706
8,4,3,0.9436970602889886,0.9435438068077481
8,5,3,0.9558046836073741,0.955876344677392
8,6,3,0.9535625311410065,0.9535722877132201
8,7,3,0.888340807174888,0.8887220734471966
8,8,3,0.8967613353263577,0.8937951245184145
9,2,3,0.9664921465968586,0.9665888179687718
9,3,3,0.9609075043630018,0.9609411653443232
