1,46.07231303,0.405279743
2,69.252105,0.632252555
3,61.7285785,0.610822375
4,94.11094601,0.941058553
5,90.18821199,0.901946098
6,88.60822189,0.886584274
7,88.96483408,0.888090505
8,97.11738484,0.971246749
9,97.12233779,0.971299649
10,96.39425458,0.964087176
11,97.4393264,0.974457207
12,98.47449232,0.984800217
13,97.58296186,0.975894756
14,97.10747895,0.971204429
15,98.41505696,0.984210864
16,96.69638435,0.966970514
17,98.08816246,0.980956128
18,98.24170381,0.982468323
19,98.35066865,0.983573208
20,97.39474988,0.974043257
