1,1,0.8333333333333334,0.7575757575757576
1,3,0.8333333333333334,0.7575757575757576
1,5,0.8333333333333334,0.7575757575757576
1,7,0.8333333333333334,0.7575757575757576
1,9,0.8333333333333334,0.7575757575757576
1,11,0.8333333333333334,0.7575757575757576
1,13,0.8333333333333334,0.7575757575757576
1,15,0.8333333333333334,0.7575757575757576
1,17,0.8333333333333334,0.7575757575757576
1,19,0.8333333333333334,0.7575757575757576
2,1,0.8333333333333334,0.7575757575757576
2,3,0.8333333333333334,0.7575757575757576
2,5,0.8333333333333334,0.7575757575757576
2,7,0.8333333333333334,0.7575757575757576
2,9,0.8333333333333334,0.7575757575757576
2,11,0.8333333333333334,0.7575757575757576
2,13,0.8333333333333334,0.7575757575757576
2,15,0.8333333333333334,0.7575757575757576
2,17,0.8333333333333334,0.7575757575757576
2,19,0.8333333333333334,0.7575757575757576
